account_id,company_name,segment,industry,region,arr,signup_date
ACC-00309,"Smith, Garrison and Thomas",SMB,FinTech,West,8323.07,2024-08-08
ACC-00310,Fernandez and Sons,Mid-Market,InsurTech,EMEA,59305.15,2024-04-23
ACC-00311,Guerrero Inc,Mid-Market,HR Tech,Northeast,32920.14,2024-09-01
ACC-00312,Smith and Sons,SMB,Data Infrastructure,South,9067.72,2026-05-06
ACC-00313,"Morris, Thompson and Williams",Enterprise,Data Infrastructure,EMEA,95094.96,2025-06-11
ACC-00314,"Fisher, Wilson and Brown",Mid-Market,Cybersecurity,Northeast,52900.53,2025-09-21
ACC-00315,Strickland-Palmer,SMB,Data Infrastructure,South,11184.34,2025-11-15
ACC-00316,Hayes and Sons,SMB,E-commerce,West,24207.86,2025-07-11
ACC-00317,"Williams, Logan and Camacho",SMB,InsurTech,EMEA,8345.68,2025-04-26
ACC-00318,"Turner, Schneider and Johnson",SMB,EdTech,Northeast,12312.05,2024-01-17
ACC-00319,Boone-Simmons,SMB,HealthTech,Northeast,12099.14,2025-11-03
ACC-00320,Henry Group,Mid-Market,Data Infrastructure,Northeast,33671.62,2024-12-26
ACC-00321,Lam LLC,SMB,Cybersecurity,South,24673.93,2025-05-05
ACC-00322,"Hernandez, Martinez and Weber",Mid-Market,Cybersecurity,West,71542.93,2025-04-13
ACC-00323,"Kelley, Nguyen and Vang",SMB,HR Tech,West,21448.86,2024-02-12
ACC-00324,"Phillips, Wagner and Jordan",SMB,Legal Tech,EMEA,14769.81,2026-04-14
ACC-00325,"Wilson, Pena and Rich",SMB,Legal Tech,West,20805.95,2024-07-14
ACC-00326,"Le, Lewis and Hayes",SMB,FinTech,Northeast,12644.68,2026-03-29
ACC-00327,Gutierrez Group,SMB,EdTech,South,23208.84,2025-01-30
ACC-00328,Perry-Davis,SMB,Cybersecurity,South,19765.16,2025-01-11
ACC-00329,Edwards-Scott,Enterprise,InsurTech,Northeast,338355.91,2026-01-14
ACC-00330,Mcdaniel Group,SMB,EdTech,EMEA,24916.67,2024-07-03
ACC-00331,Davis Inc,SMB,E-commerce,West,9361.17,2025-11-07
ACC-00332,Reynolds Ltd,SMB,Logistics,EMEA,20200.27,2024-06-19
ACC-00333,"Watson, Anderson and Brown",Mid-Market,E-commerce,South,27753.09,2024-12-27
ACC-00334,"Hoffman, Santiago and Jenkins",Mid-Market,EdTech,Northeast,66565.51,2026-03-21
ACC-00335,"Pugh, Henderson and Moon",Enterprise,HealthTech,South,202626.45,2026-03-31
ACC-00336,Schmitt PLC,Mid-Market,Cybersecurity,West,34280.67,2025-09-14
ACC-00337,Bell-Lane,Mid-Market,Logistics,West,33204.95,2024-08-29
ACC-00338,Moore Group,Mid-Market,E-commerce,Northeast,49885.54,2025-08-03
ACC-00339,Boone LLC,SMB,Cybersecurity,South,24130.0,2025-01-15
ACC-00340,"Richardson, Farmer and Andrews",SMB,HealthTech,EMEA,10340.82,2025-01-10
ACC-00341,Bruce-Villegas,SMB,Legal Tech,Midwest,24328.84,2024-01-27
ACC-00342,"Austin, Day and Johnson",Mid-Market,Logistics,EMEA,50154.18,2025-07-29
ACC-00343,"Gallegos, Adams and White",SMB,Legal Tech,South,11647.7,2025-09-18
ACC-00344,"Farmer, Dorsey and Bell",SMB,Logistics,Midwest,10084.84,2026-05-23
ACC-00345,Kane PLC,SMB,Cybersecurity,South,24953.46,2026-04-09
ACC-00346,"Morales, Thomas and Schultz",Mid-Market,E-commerce,Northeast,71120.13,2025-07-17
ACC-00347,Davis PLC,SMB,Legal Tech,Midwest,20100.75,2025-12-18
ACC-00348,Bennett Group,Mid-Market,E-commerce,EMEA,39575.7,2024-07-24
ACC-00349,Moore-Collins,Mid-Market,HR Tech,South,26708.46,2025-07-21
ACC-00350,Frank-Bradley,Mid-Market,Logistics,EMEA,33435.13,2024-03-29
ACC-00351,Ware and Sons,SMB,EdTech,South,16936.83,2026-02-26
ACC-00352,Webster Inc,SMB,Data Infrastructure,West,10130.56,2024-11-20
ACC-00353,"Miller, Ramos and Coleman",Mid-Market,Logistics,South,69207.08,2024-12-18
ACC-00354,"Ramos, Nelson and Fischer",SMB,InsurTech,EMEA,11093.37,2024-05-12
ACC-00355,Reed Inc,SMB,FinTech,West,16807.74,2024-11-07
ACC-00356,Gregory-Watkins,SMB,E-commerce,Midwest,13882.39,2025-06-15
ACC-00357,"Estrada, Williams and Foster",Enterprise,HealthTech,Northeast,150853.6,2025-07-18
ACC-00358,"Brown, Harris and Dougherty",SMB,Legal Tech,EMEA,17069.13,2025-05-29
ACC-00359,Duran LLC,Mid-Market,Data Infrastructure,EMEA,35022.63,2025-11-05
ACC-00360,Wilson-Jimenez,Mid-Market,Data Infrastructure,Northeast,79764.45,2025-07-31
ACC-00361,Thompson-James,SMB,FinTech,West,8772.85,2025-10-18
ACC-00362,"Hall, Hansen and Barnett",Mid-Market,Legal Tech,Midwest,74852.34,2025-03-02
ACC-00363,Jones-Hensley,Mid-Market,FinTech,South,82784.8,2025-07-12
ACC-00364,Graham Group,SMB,Legal Tech,South,12162.92,2026-04-06
ACC-00365,Atkins PLC,Mid-Market,Legal Tech,South,29743.25,2024-03-02
ACC-00366,Berry-Mckinney,SMB,EdTech,South,15895.52,2024-12-14
ACC-00367,Roberts-Sullivan,Mid-Market,E-commerce,Northeast,72722.98,2026-05-31
ACC-00368,Jackson-Meza,SMB,EdTech,Midwest,20931.3,2025-06-11
ACC-00369,Collier-Gillespie,Mid-Market,E-commerce,Midwest,55320.72,2024-09-30
ACC-00370,Kim Inc,SMB,Cybersecurity,West,8860.29,2025-01-28
ACC-00371,Graham Group,Mid-Market,EdTech,Midwest,87574.58,2024-06-12
ACC-00372,"Miller, Harrell and Reese",Mid-Market,Data Infrastructure,Northeast,37339.22,2024-06-12
ACC-00373,Cook and Sons,SMB,InsurTech,South,16478.92,2024-11-11
ACC-00374,Dixon Inc,SMB,HealthTech,South,16592.56,2024-09-03
ACC-00375,"Hicks, Bullock and Bailey",SMB,E-commerce,West,8859.19,2025-05-21
ACC-00376,"Mullen, Brewer and Hernandez",Mid-Market,Logistics,Northeast,59884.9,2026-05-17
ACC-00377,Thomas and Sons,SMB,Cybersecurity,Northeast,20367.64,2026-02-21
ACC-00378,Morrison Ltd,SMB,FinTech,South,8869.68,2025-07-29
ACC-00379,Thompson Ltd,SMB,InsurTech,Northeast,9250.04,2025-05-31
ACC-00380,Marshall-Elliott,SMB,InsurTech,Northeast,22030.29,2025-09-30
ACC-00381,"Cole, Glass and Cunningham",Mid-Market,HealthTech,Midwest,88380.38,2025-02-07
ACC-00382,"Downs, Morris and Maddox",SMB,E-commerce,EMEA,23962.13,2026-02-12
ACC-00383,Hernandez-Jones,SMB,Data Infrastructure,EMEA,14823.58,2024-02-11
ACC-00384,Welch-Hogan,SMB,Cybersecurity,Northeast,21667.42,2025-06-15
ACC-00385,"Brown, Romero and Collins",SMB,Data Infrastructure,EMEA,10376.28,2025-09-19
ACC-00386,Johnson-Wood,SMB,EdTech,EMEA,20568.43,2024-11-02
ACC-00387,Jones-Lin,Mid-Market,InsurTech,EMEA,59602.09,2025-12-26
ACC-00388,Gilbert PLC,Mid-Market,Logistics,West,48943.26,2025-11-20
ACC-00389,Ford-Spencer,SMB,EdTech,EMEA,13230.52,2026-01-12
ACC-00390,"Huang, Cole and Pacheco",Enterprise,FinTech,EMEA,237122.97,2025-11-02
ACC-00391,"Lopez, Jacobs and Mason",Mid-Market,Data Infrastructure,EMEA,39790.31,2024-02-22
ACC-00392,Hayes LLC,Mid-Market,Cybersecurity,EMEA,65886.64,2025-09-26
ACC-00393,"Miller, Lucas and Williams",Mid-Market,EdTech,Midwest,78407.98,2024-09-05
ACC-00394,"Kim, Gonzales and Mills",SMB,HealthTech,Midwest,8321.94,2024-11-17
ACC-00395,Cox LLC,SMB,EdTech,Midwest,14976.42,2026-03-04
ACC-00396,Ortiz-Morgan,Mid-Market,Logistics,West,70875.39,2025-06-15
ACC-00397,"Williams, Mccoy and Cook",SMB,E-commerce,South,16933.11,2024-11-17
ACC-00398,Davis-Gregory,Enterprise,Logistics,EMEA,196121.38,2024-12-28
ACC-00399,King-York,Mid-Market,Legal Tech,EMEA,56471.71,2024-09-09
ACC-00400,"Marks, Cook and Aguilar",SMB,Legal Tech,Midwest,24005.25,2024-10-31
ACC-00401,Rangel LLC,Mid-Market,HR Tech,South,45607.65,2024-12-23
ACC-00402,"Hale, Myers and Larson",Mid-Market,Legal Tech,Northeast,32921.82,2025-11-23
ACC-00403,Collins Group,SMB,EdTech,Northeast,24228.35,2026-04-03
ACC-00404,"Conner, Li and Santiago",SMB,FinTech,Northeast,24240.33,2024-03-21
ACC-00405,"Osborn, Gaines and Davis",SMB,Logistics,Northeast,20704.75,2024-08-07
ACC-00406,"Henderson, Cox and Cox",SMB,InsurTech,Northeast,23861.41,2025-12-13
ACC-00407,Bean LLC,SMB,HealthTech,EMEA,20595.15,2024-09-02
ACC-00408,Lee-Cooke,SMB,InsurTech,Midwest,18845.06,2024-02-23
ACC-00409,Jones Inc,SMB,E-commerce,South,9709.26,2026-02-28
ACC-00410,"Wise, Conley and Stephenson",SMB,InsurTech,Midwest,14917.43,2025-05-02
ACC-00411,Stanley PLC,SMB,HR Tech,Northeast,13459.85,2025-10-23
ACC-00412,Harper and Sons,SMB,HealthTech,EMEA,11947.74,2026-01-26
ACC-00413,White Ltd,Mid-Market,FinTech,Midwest,52162.52,2026-05-07
ACC-00414,"Lamb, Martin and Kim",SMB,FinTech,South,21395.33,2024-07-09
ACC-00415,Diaz-Ball,Enterprise,Legal Tech,West,92872.82,2025-08-04
ACC-00416,Bishop-Goodwin,Mid-Market,E-commerce,Northeast,54532.69,2025-10-18
ACC-00417,Young-Allen,SMB,Logistics,Midwest,22468.02,2025-04-24
ACC-00418,Mckee-Lee,SMB,HealthTech,Northeast,10762.4,2025-04-14
ACC-00419,"Valentine, Joyce and Murray",Mid-Market,Cybersecurity,West,72880.16,2026-03-20
ACC-00420,Strickland-Shaw,SMB,HR Tech,Midwest,18386.23,2025-10-16
ACC-00421,Burch-Montoya,Enterprise,EdTech,EMEA,191657.26,2025-02-14
ACC-00422,"Taylor, Wright and Davidson",Mid-Market,Cybersecurity,Midwest,56034.52,2024-09-11
ACC-00423,Spencer-Garcia,SMB,EdTech,Midwest,15594.5,2024-09-30
ACC-00424,"Rosales, Mitchell and Hines",Enterprise,Legal Tech,EMEA,314093.58,2024-01-12
ACC-00425,Cole-Palmer,SMB,E-commerce,Midwest,9056.11,2024-05-01
ACC-00426,Davis-Lozano,SMB,Cybersecurity,South,19663.25,2025-12-21
ACC-00427,Wilkerson-Arias,Mid-Market,HealthTech,Northeast,48890.35,2024-08-14
ACC-00428,Brown-Shaw,SMB,Cybersecurity,South,10604.15,2026-02-04
ACC-00429,Hughes Inc,Enterprise,E-commerce,South,307601.63,2025-04-27
ACC-00430,Walker-Flores,Mid-Market,HR Tech,Midwest,69222.22,2025-09-02
ACC-00431,Combs Ltd,Enterprise,HealthTech,EMEA,228491.87,2025-12-21
ACC-00432,Moody-Taylor,SMB,Data Infrastructure,West,9049.89,2025-07-14
ACC-00433,Lowery-Kennedy,Enterprise,HR Tech,EMEA,256364.65,2024-06-17
ACC-00434,Blake Group,SMB,InsurTech,South,9976.08,2024-07-29
ACC-00435,Gilbert-Bullock,Mid-Market,Logistics,West,83427.81,2025-04-01
ACC-00436,Scott and Sons,Mid-Market,Logistics,Midwest,58361.11,2025-04-12
ACC-00437,"Bentley, Lynch and Henderson",Mid-Market,InsurTech,South,68729.9,2024-11-11
ACC-00438,Young-Martinez,Mid-Market,EdTech,Northeast,78069.46,2026-02-02
ACC-00439,Barnes PLC,SMB,HealthTech,West,15202.86,2025-12-18
ACC-00440,Brown-Copeland,SMB,FinTech,West,24764.33,2025-04-28
ACC-00441,Carlson-Smith,SMB,EdTech,Midwest,21072.53,2026-02-23
ACC-00442,"Andrews, Higgins and Carter",Mid-Market,EdTech,Northeast,89535.68,2025-01-26
ACC-00443,Mendez and Sons,SMB,EdTech,South,9364.25,2025-11-08
ACC-00444,"Butler, Beck and Miller",Enterprise,Cybersecurity,Northeast,126776.28,2025-07-04
ACC-00445,Jones-Fox,SMB,Cybersecurity,Midwest,22191.97,2026-02-13
ACC-00446,"Hartman, Romero and Smith",SMB,Legal Tech,South,19449.5,2025-07-11
ACC-00447,Williams-Hughes,SMB,EdTech,Midwest,12207.7,2024-12-20
ACC-00448,King-Smith,SMB,HR Tech,West,8547.69,2025-11-07
ACC-00449,Cooper Ltd,SMB,FinTech,Midwest,11503.39,2024-04-13
ACC-00450,"Fuller, Ingram and Moss",Mid-Market,Logistics,EMEA,68681.54,2024-02-19
ACC-00451,Anderson-Bell,SMB,FinTech,South,15462.37,2025-07-06
ACC-00452,Li-Thompson,SMB,FinTech,Midwest,16566.23,2024-10-23
ACC-00453,"Marshall, Dominguez and Welch",SMB,Data Infrastructure,Northeast,17817.07,2026-03-02
ACC-00454,Brown Group,Mid-Market,E-commerce,Midwest,44614.69,2024-05-26
ACC-00455,Carter Inc,Enterprise,InsurTech,Midwest,218203.66,2024-10-08
ACC-00456,Blackwell LLC,SMB,Data Infrastructure,Midwest,18641.88,2025-03-13
ACC-00457,Robertson-Hays,Mid-Market,FinTech,Northeast,86203.12,2025-11-18
ACC-00458,"Kennedy, Johnson and Lucas",SMB,InsurTech,Northeast,19837.24,2025-02-22
ACC-00459,Kelly-Norman,SMB,EdTech,Midwest,20825.07,2025-04-29
ACC-00460,"Rivera, Martinez and Richardson",SMB,HR Tech,Northeast,22578.2,2024-05-27
ACC-00461,Paul-Kline,Mid-Market,FinTech,EMEA,51824.04,2025-03-02
ACC-00462,Morgan-Lopez,Mid-Market,Cybersecurity,South,40785.8,2024-07-27
ACC-00463,"Jimenez, Glass and Stone",SMB,HealthTech,South,22401.27,2024-04-04
ACC-00464,Acosta Inc,SMB,HR Tech,West,12563.85,2025-11-20
ACC-00465,Morrison-Short,Mid-Market,FinTech,West,37230.61,2026-02-18
ACC-00466,"Carter, Garcia and Murphy",Mid-Market,InsurTech,Midwest,56160.62,2024-12-06
ACC-00467,Parker-Morrison,SMB,FinTech,Midwest,23931.72,2026-01-29
ACC-00468,Jackson-Wallace,SMB,Logistics,Midwest,19825.65,2025-12-21
ACC-00469,Williams-Berg,SMB,HR Tech,EMEA,13467.46,2024-10-16
ACC-00470,Mendez-Graham,SMB,InsurTech,Northeast,13243.18,2025-01-03
ACC-00471,"Whitney, Gould and Jones",SMB,Logistics,South,9676.34,2026-01-09
ACC-00472,"Sullivan, Palmer and Brady",SMB,E-commerce,Midwest,14301.98,2025-02-27
ACC-00473,Cisneros and Sons,SMB,HR Tech,Midwest,8275.74,2025-07-20
ACC-00474,"Gregory, Kim and Martinez",Enterprise,Data Infrastructure,South,181509.61,2024-07-19
ACC-00475,Osborne LLC,SMB,EdTech,EMEA,22167.17,2025-05-26
ACC-00476,Reyes-Bradley,Mid-Market,E-commerce,Northeast,74618.44,2025-05-15
ACC-00477,"Hernandez, Cole and Watson",Enterprise,Logistics,South,142152.43,2026-03-25
ACC-00478,Hines-Berry,SMB,Cybersecurity,EMEA,16301.38,2025-07-09
ACC-00479,"Richardson, Edwards and Ramirez",Enterprise,FinTech,EMEA,100485.36,2026-05-17
ACC-00480,Johnson and Sons,SMB,FinTech,West,15010.67,2026-05-12
ACC-00481,Holmes-Mcintyre,Mid-Market,HealthTech,Midwest,25594.2,2025-06-01
ACC-00482,Green LLC,SMB,FinTech,EMEA,18841.39,2025-09-23
ACC-00483,"Griffin, Davies and Mitchell",Enterprise,Logistics,West,92049.83,2025-07-18
ACC-00484,Gonzalez-Taylor,SMB,FinTech,EMEA,20277.28,2025-07-02
ACC-00485,Hayes Ltd,Enterprise,FinTech,EMEA,342078.74,2025-11-21
ACC-00486,Osborn-Cochran,SMB,Cybersecurity,West,23606.83,2025-06-20
ACC-00487,Contreras-Mckinney,SMB,HR Tech,EMEA,16949.75,2026-04-14
ACC-00488,"Daniels, Vance and York",SMB,EdTech,West,14341.88,2025-02-19
ACC-00489,"Mckinney, Graves and Thompson",SMB,HR Tech,Midwest,13099.57,2026-04-27
ACC-00490,Hicks-Martinez,Mid-Market,FinTech,West,51343.09,2025-01-21
ACC-00491,Conner and Sons,Mid-Market,FinTech,West,70684.93,2024-03-25
ACC-00492,Johnson-Spencer,SMB,EdTech,Northeast,17619.56,2026-05-28
ACC-00493,Mcdonald-Bird,Enterprise,InsurTech,West,161227.61,2025-12-09
ACC-00494,Salazar Inc,Enterprise,Logistics,Northeast,104434.21,2024-03-17
ACC-00495,Parker Ltd,Mid-Market,Legal Tech,EMEA,61628.14,2024-02-03
ACC-00496,"Mendoza, Jenkins and Ortiz",SMB,E-commerce,West,24344.98,2025-08-24
ACC-00497,"Jones, Compton and Day",SMB,EdTech,West,13087.71,2025-07-31
ACC-00498,Owens-Holmes,SMB,EdTech,EMEA,13639.41,2026-02-12
ACC-00499,Humphrey PLC,Mid-Market,HealthTech,EMEA,73454.68,2024-12-20
ACC-00500,"Matthews, Saunders and Anderson",SMB,EdTech,Midwest,22257.47,2024-12-14
ACC-00501,"Bartlett, Brown and Martinez",Mid-Market,Data Infrastructure,EMEA,50785.7,2026-03-03
ACC-00502,Torres and Sons,SMB,Legal Tech,South,16340.26,2024-12-30
ACC-00503,Donovan-Perez,Mid-Market,EdTech,South,37072.96,2025-08-22
ACC-00504,"Jacobson, Singleton and King",Mid-Market,HealthTech,EMEA,44199.67,2024-09-09
ACC-00505,"Huber, Hill and Weber",Mid-Market,HealthTech,Northeast,35024.36,2025-12-29
ACC-00506,"Ferguson, Shaw and Jackson",Mid-Market,Cybersecurity,South,45584.08,2024-04-19
ACC-00507,"Moore, Hopkins and Le",SMB,Legal Tech,South,14118.6,2024-10-03
ACC-00508,"Morgan, Bradshaw and Williams",SMB,HealthTech,Midwest,15326.65,2025-07-24
ACC-00509,Miller Ltd,Mid-Market,EdTech,West,26707.02,2024-12-28
ACC-00510,"Baker, Clark and Armstrong",Mid-Market,Data Infrastructure,EMEA,75988.52,2025-01-29
ACC-00511,"Fowler, Jimenez and Burton",SMB,EdTech,South,21245.87,2026-01-12
ACC-00512,May-Turner,Enterprise,HR Tech,EMEA,251542.4,2025-12-02
ACC-00513,Ballard Ltd,SMB,Cybersecurity,Northeast,13119.23,2025-05-19
ACC-00514,Evans-Jones,SMB,Cybersecurity,South,12691.35,2024-11-02
ACC-00515,Moore Group,SMB,HealthTech,Northeast,12278.9,2024-09-09
ACC-00516,Marshall-Peterson,Mid-Market,Logistics,EMEA,65083.47,2025-04-13
ACC-00517,Edwards Ltd,SMB,Legal Tech,West,24130.0,2024-12-06
ACC-00518,Gross-Valencia,Mid-Market,EdTech,Northeast,53614.49,2025-03-16
ACC-00519,Anderson-Wood,Mid-Market,Data Infrastructure,Midwest,44528.29,2025-09-09
ACC-00520,"Rodriguez, Allen and Martinez",Enterprise,HR Tech,South,187396.82,2025-02-11
ACC-00521,Wright-Davis,Enterprise,Legal Tech,South,390006.56,2026-03-11
ACC-00522,Dougherty-Lin,SMB,EdTech,Northeast,21880.41,2025-02-06
ACC-00523,Wright-Grimes,SMB,Data Infrastructure,Midwest,18067.86,2025-07-12
ACC-00524,Li PLC,SMB,InsurTech,West,24201.08,2025-04-17
ACC-00525,"Edwards, Hines and Jimenez",Enterprise,HR Tech,South,337282.51,2026-05-01
ACC-00526,"Owens, Koch and Jimenez",Mid-Market,EdTech,South,34046.64,2024-11-06
ACC-00527,Landry PLC,SMB,Cybersecurity,South,21414.3,2024-03-16
ACC-00528,Levy-Lewis,SMB,Data Infrastructure,South,17898.15,2025-07-01
ACC-00529,Williams-Campbell,SMB,EdTech,EMEA,8625.01,2025-01-03
ACC-00530,"Khan, Pena and Ruiz",Mid-Market,InsurTech,EMEA,66481.72,2024-03-28
ACC-00531,"Smith, Rodriguez and Anderson",SMB,HR Tech,Northeast,10827.75,2025-09-19
ACC-00532,Luna-Gallagher,SMB,EdTech,Northeast,24417.19,2025-03-16
ACC-00533,Williams-Williams,SMB,HealthTech,Northeast,11774.02,2026-02-03
ACC-00534,"Lee, Tran and Jones",SMB,Data Infrastructure,EMEA,11757.54,2025-01-18
ACC-00535,"Cole, Pierce and Bryan",SMB,Data Infrastructure,EMEA,10562.66,2024-01-26
ACC-00536,"Becker, Wilson and Hester",SMB,Legal Tech,South,23649.31,2024-03-28
ACC-00537,Brooks-Hatfield,SMB,Cybersecurity,Northeast,13302.14,2025-04-11
ACC-00538,"Mcmillan, Fischer and Gonzalez",Mid-Market,InsurTech,South,47639.52,2024-04-09
ACC-00539,"Morales, Williams and Williams",SMB,Logistics,Northeast,9141.96,2024-02-15
ACC-00540,"Cook, Wells and Bryant",Mid-Market,HealthTech,West,80196.7,2025-10-25
ACC-00541,"Barry, Taylor and Velazquez",SMB,Cybersecurity,Midwest,16771.9,2025-07-19
ACC-00542,Martin-Ewing,SMB,InsurTech,South,24293.86,2024-08-25
ACC-00543,"Kirby, Wheeler and Romero",Mid-Market,Cybersecurity,Midwest,66631.13,2025-03-18
ACC-00544,"Patel, Erickson and Evans",SMB,Data Infrastructure,Midwest,15642.78,2025-03-15
ACC-00545,Richardson Ltd,SMB,HR Tech,Midwest,12731.86,2025-12-21
ACC-00546,Whitney PLC,Mid-Market,HealthTech,EMEA,31613.88,2025-07-03
ACC-00547,Robles-Swanson,SMB,E-commerce,Midwest,15778.36,2024-09-25
ACC-00548,"Soto, Carlson and Baker",Mid-Market,Logistics,EMEA,87784.57,2024-11-16
ACC-00549,"Patton, Parsons and Lane",Mid-Market,Data Infrastructure,South,63155.31,2024-12-22
ACC-00550,"Williams, Castillo and Warren",SMB,Logistics,EMEA,10932.97,2025-11-20
ACC-00551,"Harvey, Randall and Hernandez",Mid-Market,Legal Tech,EMEA,63360.94,2025-11-19
ACC-00552,"Allen, Armstrong and Graves",SMB,HealthTech,Midwest,13191.46,2024-07-06
ACC-00553,Smith LLC,SMB,Cybersecurity,EMEA,14603.88,2025-09-02
ACC-00554,Hernandez-Vaughn,SMB,EdTech,South,11157.81,2025-10-12
ACC-00555,Shaw-Carr,SMB,Cybersecurity,EMEA,10836.71,2024-10-22
ACC-00556,Salas-Fitzgerald,SMB,E-commerce,South,18529.97,2025-01-02
ACC-00557,Thornton PLC,Enterprise,Logistics,Midwest,150489.83,2025-01-28
ACC-00558,Hoffman Ltd,Enterprise,InsurTech,South,216831.65,2025-05-18
ACC-00559,Fox-Edwards,SMB,Logistics,South,10843.31,2025-08-01
ACC-00560,Stevens PLC,SMB,HR Tech,Northeast,8555.82,2024-08-18
ACC-00561,Payne-Lowe,SMB,Cybersecurity,South,17616.06,2026-03-02
ACC-00562,"Becker, Lara and Baker",Mid-Market,InsurTech,EMEA,32358.71,2024-04-26
ACC-00563,Lee-Wright,SMB,InsurTech,Northeast,17214.74,2026-02-13
ACC-00564,"Evans, David and Hendrix",SMB,Logistics,EMEA,11715.21,2025-03-11
ACC-00565,Bush-Vaughn,SMB,HR Tech,Northeast,22871.77,2024-02-03
ACC-00566,Stewart-Bailey,SMB,E-commerce,West,15464.19,2024-04-30
ACC-00567,"Hill, Martinez and Rhodes",Mid-Market,HR Tech,Midwest,77695.68,2025-08-25
ACC-00568,Huang-Foster,Mid-Market,Data Infrastructure,South,35788.81,2024-05-22
ACC-00569,Blevins-Ballard,Mid-Market,HR Tech,West,62054.83,2025-06-29
ACC-00570,Williams-Moses,SMB,InsurTech,Midwest,13502.11,2025-12-21
ACC-00571,Reed Group,SMB,Data Infrastructure,Northeast,24190.75,2025-06-10
ACC-00572,"Scott, Mendoza and Harris",Enterprise,HealthTech,Midwest,388459.32,2026-03-15
ACC-00573,"Nelson, Hoffman and Nelson",SMB,FinTech,Northeast,22739.81,2024-05-09
ACC-00574,Gilbert PLC,Mid-Market,Cybersecurity,Midwest,34505.82,2024-11-25
ACC-00575,Sanchez Ltd,Mid-Market,EdTech,South,34241.16,2025-10-09
ACC-00576,"Perez, Hall and Garcia",SMB,EdTech,South,15683.86,2025-10-10
ACC-00577,Love-Garcia,Mid-Market,HealthTech,South,58514.88,2024-10-11
ACC-00578,Smith PLC,Mid-Market,E-commerce,South,86766.52,2024-12-01
ACC-00579,Russell Group,Mid-Market,HealthTech,South,66264.64,2025-12-15
ACC-00580,Santos-Avila,SMB,HealthTech,EMEA,14761.17,2025-03-15
ACC-00581,Morris-Brewer,Mid-Market,Logistics,Northeast,45986.23,2024-10-17
ACC-00582,Pearson and Sons,SMB,Data Infrastructure,Midwest,17624.42,2025-05-11
ACC-00583,"Rodgers, Jefferson and Johnson",Mid-Market,FinTech,West,31472.36,2026-03-13
ACC-00584,Butler and Sons,Mid-Market,FinTech,West,85413.14,2024-06-10
ACC-00585,Osborn Group,SMB,FinTech,South,11439.41,2025-12-06
ACC-00586,Lopez-Curry,Enterprise,Legal Tech,Midwest,361071.24,2024-10-07
ACC-00587,Mcdowell-Smith,SMB,E-commerce,Northeast,9401.15,2025-11-11
ACC-00588,"Morrison, Hebert and Rogers",Enterprise,Cybersecurity,West,212865.89,2024-11-08
ACC-00589,Hays-Daniels,Mid-Market,HR Tech,South,67606.54,2025-12-21
ACC-00590,Small-Anderson,SMB,HR Tech,South,9324.96,2025-08-30
ACC-00591,"Mcdonald, Lee and Rodriguez",SMB,Logistics,West,8137.06,2024-12-17
ACC-00592,Simon Ltd,Mid-Market,EdTech,Midwest,56050.52,2024-08-22
ACC-00593,Higgins-Smith,SMB,HealthTech,West,13326.98,2024-11-02
ACC-00594,Gibbs-Bradley,SMB,Cybersecurity,Midwest,9163.0,2025-07-30
ACC-00595,Thompson Ltd,SMB,Cybersecurity,South,13970.19,2024-08-06
ACC-00596,Wilcox-Robertson,Mid-Market,Cybersecurity,South,65044.94,2025-03-29
ACC-00597,Morales Inc,Mid-Market,HealthTech,West,34100.85,2024-05-06
ACC-00598,Holden Group,Mid-Market,EdTech,Northeast,87611.17,2024-11-18
ACC-00599,Boyle-Smith,Mid-Market,HR Tech,Northeast,66900.34,2024-09-11
ACC-00600,Young-Molina,Mid-Market,Data Infrastructure,EMEA,43519.85,2025-12-08
ACC-00601,Turner-Sharp,SMB,Legal Tech,Midwest,16801.74,2025-06-05
ACC-00602,Green LLC,SMB,EdTech,Northeast,18984.89,2026-03-13
ACC-00603,"Young, Contreras and Marshall",Enterprise,HR Tech,South,209624.53,2024-09-03
ACC-00604,Sullivan PLC,SMB,Data Infrastructure,West,16980.87,2024-01-13
ACC-00605,"Carrillo, Vaughn and Fowler",Enterprise,E-commerce,Midwest,209919.86,2026-05-09
ACC-00606,Richardson-Walker,Mid-Market,E-commerce,EMEA,69391.23,2026-02-20
ACC-00607,Mendoza Group,SMB,HealthTech,West,17985.18,2024-01-15
ACC-00608,"Zhang, Brooks and Miles",SMB,FinTech,West,24127.56,2025-02-11
ACC-00609,Todd-Pham,SMB,InsurTech,South,15200.78,2025-02-15
ACC-00610,Gill Ltd,SMB,InsurTech,EMEA,18472.8,2024-10-11
ACC-00611,"Marks, Miller and Griffin",SMB,HealthTech,EMEA,23655.72,2026-04-07
ACC-00612,"Cox, Stark and Rodriguez",SMB,E-commerce,South,17969.43,2026-02-20
ACC-00613,"Leach, Harris and Herrera",Mid-Market,HealthTech,Northeast,70413.93,2026-01-17
ACC-00614,Murphy PLC,Enterprise,HR Tech,West,165788.72,2025-03-20
ACC-00615,Wilson-Harris,SMB,Data Infrastructure,EMEA,8935.49,2025-11-13
ACC-00616,"Burns, Nolan and Griffin",Mid-Market,Cybersecurity,West,25823.22,2024-05-20
ACC-00617,Chavez PLC,Mid-Market,Cybersecurity,South,86946.05,2025-06-19
